TSNE1,TSNE2,Segmentation_ref
0.1855853,-0.27788734,B
0.24218078,4.366668,B
17.86144,35.27438,C
-34.206654,3.7839417,D
-47.117306,3.1783612,D
-33.628166,38.30583,D
5.3405385,-0.19548592,A
-5.078995,-21.652437,B
41.849937,-19.74959,D
48.443756,-12.465139,C
-4.9893804,-18.483261,C
64.21372,-1.971896,A
-29.2299,-11.889512,A
67.00626,11.736664,C
52.380566,22.343939,D
9.803491,27.734554,B
-4.2167573,-27.361967,C
-44.41512,-3.5650115,B
-45.79259,4.920266,A
43.39426,-18.658186,C
44.60077,-21.007603,D
-5.9341145,-6.5839543,D
63.99067,3.4947205,B
16.207499,26.57269,A
-12.858609,-20.838524,A
-4.99298,-1.2565919,A
66.11386,3.4330344,C
-30.952284,24.487896,A
-27.590208,26.235153,A
-28.517075,11.369626,C
10.230776,4.6487503,D
1.7169094,6.607956,C
-7.501126,-7.1206408,C
33.578426,26.002647,D
1.000866,9.66345,D
2.6517203,8.225583,C
-43.55938,4.576188,A
-47.624985,2.9586537,A
44.431927,24.062288,C
-39.96358,-33.11216,A
-33.28849,-5.837454,A
2.4036338,7.461382,A
3.755495,9.318636,A
41.26569,-4.265823,B
5.616866,1.5484059,A
10.149125,32.831497,B
-17.9077,-23.105766,A
52.963932,-5.593112,C
44.69107,-17.946861,B
31.881773,1.1226084,D
-7.2417655,0.793737,A
-29.274446,11.0640135,B
-43.68991,25.5963,D
10.839582,10.341439,A
43.434696,22.861458,A
16.704067,6.2958817,A
8.9325075,0.5074181,B
33.12397,37.038696,A
67.00072,-1.4078889,A
-23.126799,20.59078,D
23.794174,-24.42264,A
-28.836567,-0.63075626,C
13.630923,36.11872,D
69.64395,1.6859443,C
-63.01068,-5.2260823,D
17.77097,36.20626,A
-0.026367625,-29.66313,B
10.5208645,10.73901,D
-6.311085,14.657197,D
-32.750366,-15.026231,D
19.590544,-34.148613,C
-53.366714,0.5568905,A
-51.931812,-10.771219,A
-38.643745,27.934181,D
-24.17903,3.0992403,A
-25.535421,3.6489456,D
-23.347118,0.36864662,D
-59.392647,6.4294257,B
43.016403,18.686052,D
-46.01526,20.99196,A
28.974798,12.056956,C
38.773003,-22.779814,C
41.67978,-7.235431,C
11.87363,-1.5757446,B
15.576813,0.3202757,C
-61.626274,-6.925917,A
34.466923,28.92986,D
-17.567772,-14.270102,C
27.20801,36.697304,D
-3.6848392,14.254713,A
-6.3939123,-41.73309,C
30.291372,12.3882265,C
26.44829,8.66118,D
10.586951,4.2134676,D
-55.199333,0.14679746,B
-21.574541,5.716078,D
18.867508,-29.641209,B
4.534261,-20.935917,D
-39.287964,23.923494,A
17.733608,16.402977,A
31.819132,9.614152,C
-60.791565,4.1507616,D
-64.26189,-4.8806252,B
-62.338062,-1.7279532,D
-27.470171,33.189148,A
-25.126328,39.75289,D
11.410308,-28.394548,D
8.563923,-0.01137236,D
-12.2926035,29.541126,A
15.174632,-2.2699594,D
-0.41952932,41.17615,C
49.66906,21.434807,B
-9.242904,-2.7056634,D
-24.53398,42.962273,D
-61.44032,-3.0940356,A
27.575373,6.3436737,A
27.659206,11.1229725,C
27.62114,-7.540566,A
-35.249813,28.975134,A
-26.340096,-18.781809,D
38.749348,27.997211,C
8.27203,40.58103,C
-1.1797621,4.983428,B
-33.662186,37.415977,D
-20.52354,-13.014362,C
3.5490687,-42.579918,D
31.93883,34.872784,C
5.286597,-50.914433,B
16.486544,19.305113,C
-57.156685,-4.3736706,D
24.556547,9.018319,A
28.510155,10.542156,A
68.29076,0.2849939,A
-5.9870615,-35.253048,B
37.98391,-23.080172,C
-34.17365,38.019585,D
17.034311,0.6323079,B
67.25283,10.683208,B
56.458344,2.0076613,D
-41.895123,-10.454407,B
47.66749,-3.6443293,C
16.558771,7.5721426,C
10.857471,10.364782,A
10.556257,40.407986,B
21.738499,20.9369,A
8.818853,-32.469975,C
25.21632,10.520268,B
1.629717,39.34244,B
-40.534855,-38.741547,C
-54.057568,-6.1285086,D
39.297764,34.64445,A
-26.5917,44.34211,D
25.034428,-5.4085803,A
27.532225,38.331047,A
58.15261,16.31278,C
57.17165,22.634663,B
-3.589137,28.23478,D
-26.387579,44.553726,C
22.808992,-26.647835,B
-26.620354,44.334087,B
44.5582,-16.563622,D
-15.185785,29.978613,C
22.487082,-31.505363,B
-60.828197,-8.994256,B
-19.42889,29.725088,A
-21.779667,-24.934309,C
-16.849367,33.14138,C
68.829895,12.979822,A
31.449736,35.89325,C
7.6426373,8.212184,D
2.9149978,36.03004,A
17.944143,28.552767,A
-24.174532,-16.232271,A
3.4539595,-52.00107,C
-33.522373,38.432728,D
-52.573383,-12.213618,A
-10.127269,-6.1586447,A
-5.22053,-42.49577,C
54.07384,22.035105,B
50.60704,-2.7466261,D
-28.641577,-27.304802,A
8.240889,-40.965874,A
18.427694,6.8275213,C
-20.832703,7.047555,A
38.3145,34.10734,D
-27.909286,-12.549478,A
10.284559,40.35027,B
37.252674,38.29663,B
28.914795,16.869411,A
-19.931545,21.796242,A
17.178879,-42.143402,A
-10.500407,0.27698714,C
68.64201,1.807952,B
-3.4545748,26.03618,A
44.0028,34.432514,D
-59.00258,-15.863204,C
17.89302,26.394287,A
42.390995,-27.22377,C
-13.17628,-20.849558,D
-37.592953,-10.534358,A
11.452141,-3.2429316,A
-45.944214,-36.28294,C
-6.5688667,-28.79388,B
-7.2271624,0.050779816,A
30.127678,1.7592845,D
0.21012998,34.86458,A
0.4513618,4.3677316,A
-27.666628,37.829742,A
-5.9981904,-35.25602,C
2.2424035,-24.902582,D
-28.577837,11.79899,D
-33.247932,13.12036,A
-52.840218,-13.282764,D
-21.734982,-26.538063,C
10.306875,40.3729,B
8.683114,-14.144521,A
13.888328,3.7366476,B
-62.086693,-1.2866086,D
37.02202,35.66265,B
6.6860776,8.306301,A
-19.991322,13.811249,C
-9.4167185,-6.8630996,C
16.722748,29.707735,B
2.7656667,15.392984,C
3.0563667,-12.491476,D
-57.957157,-5.560715,A
46.070774,-16.439238,B
5.602932,-51.298103,D
32.860413,13.511346,D
47.521713,-21.832827,C
3.4333649,41.719265,A
20.902214,-10.724935,A
2.2788165,-4.7978125,C
16.075554,29.107944,C
12.349448,1.6873801,A
-5.8084607,13.230163,A
-6.57726,-28.82043,B
20.256989,24.140562,B
39.60527,29.509094,C
49.426365,-4.678949,B
12.477835,-21.056541,C
69.08726,1.0801166,B
15.402133,-25.946854,D
-36.969673,10.896817,B
-60.798527,4.144648,A
-4.9773145,-18.535416,A
-33.25317,-5.9800906,D
-45.375015,-32.078808,A
8.689197,-10.415368,B
-30.45015,6.617638,D
4.9056754,6.8887143,A
-4.920004,-21.699709,A
-36.844837,-13.9171505,C
-23.48298,28.063492,D
-0.54726076,-29.820658,B
-28.8369,-14.928745,D
46.29981,0.5233441,A
11.647501,-5.933377,D
-1.0787054,-23.711979,D
31.540348,33.952793,A
-47.375324,-32.280518,A
-51.646362,5.9629536,A
3.6991854,32.697746,A
3.3191676,-11.313601,D
3.728403,32.183014,B
-57.36875,-12.9312935,C
37.48258,20.12464,C
-52.676823,-1.0303807,D
2.674694,14.62838,B
24.08554,-9.163561,B
53.12352,-1.6944305,D
15.734597,2.5754976,B
-4.8670545,-18.352448,D
37.616383,29.264223,A
25.002861,5.524003,B
30.291311,12.388835,C
15.25621,-2.2542374,B
32.958088,9.504253,A
54.68782,22.697336,C
14.113679,3.7884507,A
69.46175,12.3666315,D
27.73795,15.372154,C
-44.075607,0.15344845,B
6.1150374,8.418331,A
-49.0269,12.40569,D
-59.311714,5.3112226,D
-63.297714,-0.8451959,D
-4.752837,-22.318274,A
-46.99317,0.8025485,B
39.590603,30.19222,D
14.138291,28.760117,B
36.262127,34.386066,B
20.335608,-27.169737,A
36.272385,34.20248,A
14.040686,-17.580105,D
-10.590039,0.11060286,D
-56.68362,-17.07721,C
-22.212759,0.19711538,A
37.707233,27.919064,A
-21.42316,45.984077,A
44.303703,28.974691,A
-44.750866,-38.730587,C
57.32893,3.5674965,D
-34.76623,-15.3158655,B
-16.24406,-18.692007,D
-31.100458,12.099652,D
39.67509,-13.498857,B
-16.799582,31.081852,A
-16.05647,-24.631355,C
-43.990154,-22.257467,A
-33.825554,23.413368,D
-20.622984,-13.036083,C
44.28114,-6.203568,D
30.75667,9.271343,D
41.31316,-25.63317,D
-31.203753,2.492155,A
-64.23817,-5.8678493,D
-9.894671,-2.399732,A
-35.991573,23.37343,A
-38.057125,8.878394,A
-34.088543,3.8255532,D
-51.12765,11.035515,D
-30.513004,6.645,A
46.05887,-21.71803,A
4.952673,6.7754354,A
44.072296,28.987722,A
-50.374363,13.066768,B
-43.986794,-22.27607,C
38.501373,36.370197,C
-21.976278,42.226234,B
25.682524,12.191108,D
7.6101766,12.96637,D
-54.48739,6.449759,A
-48.52727,-24.484795,A
-32.93148,-16.614061,A
-21.255894,-22.74339,D
-19.229464,10.213364,B
1.2742794,27.733994,A
51.147987,-10.416849,A
-23.34125,-23.309504,A
-20.212042,-0.06049313,D
24.229292,-7.5856576,A
45.69918,1.078738,D
-35.117153,-14.355924,A
-4.9675503,-21.843082,B
-2.2026708,36.981667,D
41.19021,27.862963,C
-38.550915,-38.67502,D
-17.746202,-5.588138,A
-43.279236,27.056229,C
14.5289545,6.069881,A
-53.93086,-6.0313625,D
-26.22218,-19.924278,A
29.577295,35.40097,A
-46.472942,2.2638862,D
-27.179674,2.389022,C
-34.22517,6.9899626,A
-0.23522538,9.360849,A
-59.313404,5.3083286,D
15.021079,1.8145553,A
43.563057,18.062359,C
28.693201,5.186948,A
41.859394,-20.637457,A
-62.95059,-0.8511227,A
-35.247223,-11.265777,A
16.04808,2.8336182,C
26.37869,10.865395,D
24.740269,-7.1638193,B
48.03383,-19.252172,C
18.160532,27.128904,D
-7.12395,-3.7894194,A
23.661257,-13.3070345,A
41.364155,-18.569145,A
-21.963758,42.984093,D
-24.97291,2.9778993,A
-33.30641,9.040649,D
-30.540392,10.856167,D
42.31552,-19.685062,A
3.4627662,-3.6986065,C
-19.552242,0.022975005,D
-35.23081,-11.268833,D
-29.221945,-15.888144,C
-24.415724,-12.889552,D
1.0646318,29.397408,B
-32.870266,-13.017029,A
39.580326,-13.5469885,C
-34.307045,21.531313,A
38.48108,22.855562,B
-1.5162337,-29.026764,B
1.7752726,26.512539,C
-4.3561497,26.753014,D
47.19396,-17.24554,A
48.72153,-8.971157,D
12.214565,4.3312287,C
-24.054363,-12.85824,B
48.71941,-8.942668,A
-57.24369,-4.6060677,B
49.37382,-4.606674,D
17.393606,7.9877954,B
23.31349,6.2865477,B
39.403656,24.627466,D
20.542019,22.568724,A
34.060513,8.333277,B
8.400651,-0.2000748,D
-8.0155525,-1.9731659,A
-18.901157,-3.9150336,B
2.8655972,-51.40067,B
-15.48688,31.09869,B
9.43587,-48.849148,D
-37.57878,4.4083967,B
-23.44536,0.386837,D
-13.467276,-25.059156,A
-34.062878,0.8420428,A
24.840343,-8.880492,B
48.325348,-20.57477,A
-36.337883,2.5758295,D
-39.68915,-29.12386,C
-48.772915,0.098773345,D
37.057575,28.967104,A
15.754134,-2.3444555,B
17.56997,-31.616869,B
-36.98143,10.340596,B
-33.023335,9.258791,B
-3.273037,15.656029,A
-21.245882,42.37605,A
22.211096,11.662481,A
-34.962257,-5.4854097,B
-17.314445,-22.213612,D
0.94765025,5.907767,A
-26.251774,-19.461636,B
12.837917,-3.7845237,C
-33.98709,12.189002,B
-4.0723677,-1.4902049,A
21.123232,-32.260056,A
12.716304,21.432205,C
-59.147533,3.1921008,B
-64.070435,-6.1109214,D
51.28504,3.025012,A
-56.27393,4.107806,D
-31.215094,2.297447,D
-54.92708,10.129343,D
-51.77623,-10.317784,D
-29.691648,2.9308326,C
-62.78165,-1.6238388,D
-29.697365,2.9219773,B
-38.886303,-37.501972,A
-0.36597687,35.58099,D
-50.263176,-28.018131,A
-17.511288,-14.35657,B
-34.48921,-15.30415,A
-8.5913,12.465621,D
18.016783,26.943825,A
18.870121,-38.510483,D
-20.70464,-17.021809,B
-26.662735,36.877514,C
-30.29946,-12.948115,A
40.338314,28.03954,B
57.836845,23.510536,A
20.375633,-27.253119,C
57.93531,16.96942,D
-46.526276,1.8367879,A
-23.227758,0.350765,B
18.731256,36.605244,C
-31.630796,10.745047,A
11.02269,25.272316,A
21.541756,21.898119,B
49.730713,21.421986,C
-43.819664,-23.322504,B
-24.93075,-12.782961,C
-41.595596,-27.545307,D
-5.9080725,-34.78553,D
-20.750626,-25.150753,A
-35.23081,-11.268833,A
-52.421036,-11.8103895,C
64.24474,6.711906,B
-34.837532,35.62312,D
33.70877,11.297458,B
43.008675,18.644604,B
57.953606,23.024698,D
32.435013,35.213154,B
57.93663,16.968025,A
45.50931,20.095615,C
17.8131,22.052584,D
-24.787289,2.9428542,C
0.016109262,-29.60347,B
47.634426,-18.107327,A
67.37004,0.46189108,C
21.746412,13.259955,B
-19.171362,-4.6913986,A
45.809338,20.872555,A
-40.847317,-37.153046,A
-26.328627,2.2201796,C
1.7022604,28.12538,A
47.02062,0.19012155,C
70.39058,-1.1457173,D
8.056489,-13.639834,B
29.142176,0.86294436,C
45.115818,-25.538157,A
44.832058,19.099579,A
-35.506958,26.253595,A
-0.954276,-31.470438,D
45.792877,-18.717789,C
32.289547,9.123256,B
-1.4496746,-4.8870454,D
46.167664,-22.461998,B
26.614523,-6.6946774,C
42.427177,-11.407489,B
48.919888,23.597548,D
16.946098,-20.394707,B
-44.087994,-28.7934,C
-17.755058,-24.2581,B
37.426956,-15.38266,B
48.968998,-12.901626,D
63.88076,3.3022432,D
-16.933441,29.834631,D
45.27597,-22.22271,B
22.209745,11.543462,A
3.063095,-12.522421,A
30.03112,15.5227585,C
-41.11949,28.371332,D
-55.626534,-9.269771,A
68.829895,12.979822,D
9.261604,-48.928913,D
57.41403,15.954885,D
-25.24179,-21.367737,A
44.732895,28.589886,B
-58.751,-10.880721,A
-1.2787169,-32.899662,D
-32.638355,-21.632215,A
18.798172,25.588806,C
23.865416,-10.159794,A
27.423424,-7.6419983,A
-23.534569,-24.816803,C
12.547195,34.038944,B
21.236826,21.776062,D
48.909508,-14.692456,D
31.499695,0.45484352,A
-26.144758,32.064785,D
48.66131,17.494713,A
30.254501,15.672643,A
23.40827,-8.063759,D
4.701694,-43.561275,C
-48.768906,-22.804451,A
-15.316234,31.59707,B
-43.710842,26.407764,D
-35.72524,-36.944416,A
58.395252,25.490202,D
48.743053,-9.060105,B
13.831478,-36.515644,D
48.34831,-22.277157,C
21.610374,-30.559513,A
21.123203,-32.260063,B
49.258507,-14.7738695,A
-20.598036,-25.398146,D
67.74472,0.05939082,D
39.558628,34.711792,A
19.093468,-39.350475,D
46.21245,-17.378672,C
-16.072199,23.650703,A
-44.30639,-3.6892178,C
-27.5134,26.22791,B
40.04829,-9.43451,C
36.452297,35.058704,C
-26.538574,2.5844412,D
-48.170547,-23.0509,A
-22.699268,30.350769,B
-47.375492,-27.9059,A
-24.146029,45.613327,C
24.495203,-5.5747237,D
32.57807,38.650486,B
37.541832,28.207722,D
26.279408,10.818291,D
41.547314,-4.4621024,A
8.983447,35.80794,C
20.75777,-25.555443,B
22.178608,-31.337214,D
40.403965,-12.894889,D
21.27189,-39.407566,B
21.807833,32.91848,A
-15.91066,26.41464,A
-20.506193,37.21484,D
37.009174,34.641693,A
-53.42598,-5.465572,D
29.681934,-1.275922,C
-3.996155,-32.970875,A
-26.434093,29.867428,D
17.765688,33.839767,B
-40.376896,27.870617,D
-26.539175,-2.4432542,A
-16.082548,-28.034582,C
-29.740131,-14.846365,D
13.891513,-36.606407,D
-20.164959,19.155968,C
-25.142666,38.88855,C
-15.793662,-28.332197,B
26.337137,14.1537,C
44.33451,-9.648972,C
46.78932,-17.818161,B
1.6723187,25.031975,B
50.906387,-0.8605245,A
17.637022,-35.866123,B
-32.030407,-12.123429,D
28.510584,-19.553677,A
-2.4393353,13.860168,A
2.2972662,7.520704,A
8.0099125,0.016245995,C
19.944548,-8.424763,B
8.503533,-0.17371494,B
33.21476,26.305151,D
6.4287014,1.6032468,D
0.6885021,9.664312,A
-48.475056,3.8546271,B
4.841053,3.3046947,A
-31.607916,24.258919,B
-44.569798,-0.79136246,A
0.18064602,-0.109293245,C
10.73019,4.309816,A
-39.909817,-33.16772,A
-16.63792,-0.6584884,A
-28.654905,41.683613,C
-44.4109,-3.3939555,A
-13.306956,-17.257284,C
41.040367,-12.127085,D
-43.929096,0.7672341,A
-48.42318,-5.622814,A
24.682505,4.415123,C
6.8026104,1.683307,D
11.132526,23.93168,D
4.8562884,-4.429541,A
10.912379,-25.22962,A
28.194769,38.89029,D
9.572004,-0.04867968,C
14.4472065,6.264341,C
3.5783777,8.748679,C
15.220469,-40.73216,C
5.12559,-0.3386635,D
0.11616724,-23.77197,A
45.527626,18.213932,C
-32.38294,21.478104,A
2.665037,7.291517,B
0.86907756,13.454598,C
1.0170492,12.766563,D
0.9523215,13.25469,A
0.3798805,14.615798,D
0.2073824,14.586774,D
0.75323546,13.948532,B
-37.50125,2.570349,B
-13.432731,-20.680922,D
35.33409,25.578817,B
-1.8274621,14.366553,C
-45.399784,-1.6485956,B
-52.548035,-16.18227,D
6.5117097,-10.59289,A
5.3022,-10.123698,D
22.336563,-3.7189605,B
47.53452,-5.0530443,D
17.66933,18.166662,A
-43.414165,-35.2377,D
0.8749696,5.9043083,A
-32.41054,19.702526,D
1.7638243,14.2369375,B
-39.732166,22.626621,B
-27.563787,12.332592,D
2.3431895,-43.965626,C
-46.507294,4.163008,D
-0.12147527,13.997467,A
10.591101,4.2387576,A
24.944933,5.577387,A
-43.801205,2.196495,B
2.0785446,-2.1328402,D
2.4763534,9.494018,B
-40.87372,23.326141,B
-48.503933,-4.3297186,A
-30.938776,24.525425,D
-30.634813,24.788794,A
-7.277556,25.093796,B
24.092161,-29.827835,C
23.378702,6.2724214,C
3.2457416,8.205297,B
38.69428,-4.705786,C
14.624734,-39.07649,A
-18.406502,2.8112416,C
24.039051,3.3108273,C
0.11803988,-41.06993,B
45.137,27.010824,C
24.7944,2.0270286,A
42.370003,-11.388515,B
24.520506,6.094551,C
33.935444,31.60857,B
15.650123,32.478287,D
3.2097955,28.182688,A
-43.365273,-35.116776,A
6.4222727,0.3814889,D
25.426027,33.85717,A
42.263626,-14.510453,D
3.3518565,28.831114,C
5.307561,-6.802431,B
-52.548035,-16.18227,B
-6.9753323,-3.389302,A
0.79066074,-22.521257,B
-24.185558,19.592628,D
0.17315583,-41.161316,B
-31.585402,10.740503,C
1.8258208,-44.70901,B
0.79358214,-22.523895,D
32.519176,25.007154,C
0.5082989,-51.549587,A
32.191982,9.851901,C
36.207996,36.518013,D
44.62796,28.602339,D
69.70325,12.735965,A
34.498196,27.948227,A
57.539234,22.84512,B
33.472015,34.63588,C
40.421757,28.033598,B
4.2547355,-45.12222,A
67.03092,10.631683,C
16.700768,26.728794,B
-23.974636,-2.2465584,B
43.31089,33.813522,C
64.9129,16.248625,B
39.487713,28.415892,B
69.64407,1.6858895,A
58.108017,13.413009,D
16.755531,29.655718,B
58.14249,22.786964,A
33.986477,4.002555,A
42.316353,-19.682297,A
36.657776,11.59162,A
4.052386,-51.304646,D
-0.058827907,-49.259907,D
-44.242878,-21.256994,A
26.352633,-6.7612424,B
43.831356,33.73602,D
11.441194,-28.31848,D
37.023144,35.663696,C
14.85688,-3.2673624,B
47.178684,18.537931,B
-5.694863,-42.62944,A
26.023088,34.22435,C
-55.18253,-13.4565325,D
12.672209,34.122204,A
69.700806,1.137612,D
58.345562,25.64852,B
47.99613,-13.039301,B
-35.073746,-14.326354,D
-18.076635,39.61325,D
42.56915,-18.314243,A
10.928349,35.594986,D
52.4152,-18.940142,A
51.880775,-12.742516,B
28.770409,15.139247,A
-12.292583,29.541082,D
-49.652576,-24.149881,D
-58.764023,-10.874049,A
-41.853436,-28.418661,D
26.029549,13.681725,B
3.4185069,-50.933018,B
40.972397,34.657925,D
-63.38081,-2.4433465,D
18.27728,36.363148,C
12.786021,34.221096,D
-28.846518,-0.6211061,D
49.71107,-15.038543,A
-27.38317,39.43482,D
-8.323543,-43.78458,A
11.062699,12.97317,A
1.4305092,7.7926474,C
47.976746,-14.776977,B
68.985435,12.055811,C
-39.95626,21.975763,D
-14.017392,-20.609512,D
53.407322,-2.9140103,C
21.354984,-5.269694,A
-38.19086,26.838501,B
-49.942295,-23.895407,D
15.937519,-25.694971,B
23.874763,-9.684452,C
4.4756293,41.311718,D
28.84651,36.501976,A
7.4857545,-13.331616,D
46.673374,18.993599,C
17.346634,4.8527164,B
16.89593,-35.918056,A
55.51701,22.798801,D
-43.230686,22.736431,A
-29.384531,2.2335453,B
-55.018974,10.201543,D
-36.701588,-12.970976,D
7.6662283,-44.942688,D
0.22816722,15.162846,A
-43.20282,-33.743576,A
-6.07899,15.335049,C
-6.8011646,-3.4251504,A
37.62467,32.656036,A
36.82069,36.83068,A
4.8421035,-43.07463,B
11.896614,31.817978,B
66.356766,14.799039,A
44.857784,-10.159228,A
12.14036,6.6380725,D
-37.465736,4.4891057,D
-56.770657,6.013469,D
21.242802,-42.04873,A
-1.5478247,-27.934214,C
16.918045,-3.5888667,C
-29.161055,-15.933489,A
44.806355,33.679054,D
66.902695,11.434213,D
-23.629436,-23.809471,A
13.209069,34.187874,A
25.398232,-5.419575,B
-41.63617,0.5323112,A
46.353317,-16.55994,B
56.06507,2.3677506,A
-9.343823,-5.906754,C
-27.596975,29.090446,A
-20.178879,42.85415,D
-20.851116,-24.374004,A
-28.310764,-27.488592,A
-28.84575,-10.518687,D
46.41166,18.400356,B
65.98013,11.027598,B
20.35167,22.534819,D
2.641235,8.222915,A
-43.880383,-31.188602,B
44.37317,-5.934877,A
-57.961773,2.8344283,D
-61.127262,-7.6679964,D
20.0632,-8.7212105,D
-59.095684,-10.465929,A
22.531494,-5.0929704,D
-13.337403,-17.207357,C
-18.574406,-28.755432,A
-17.322903,-22.270237,A
33.785995,36.8356,A
2.2963424,-5.4084687,A
-0.26763448,-21.541578,B
-27.616726,25.483778,A
56.549107,2.1501849,C
17.3838,-2.5661137,D
-36.172623,8.378382,B
22.629335,4.2940006,C
0.7542782,-11.360014,A
16.965227,-34.759823,C
70.237816,-1.2122216,D
-17.609823,-25.117714,D
-51.590412,13.207307,A
-54.198544,-17.241323,B
-21.472555,22.377825,C
17.503193,6.645486,A
-0.39331955,-33.59827,A
-59.606064,4.368032,A
-26.236834,-11.986163,D
10.189525,-14.899588,D
1.1847303,-50.783493,C
34.317924,11.3671875,A
1.8620403,26.810589,C
-59.104553,4.9280186,D
56.140713,16.187424,C
40.433216,-12.899627,C
-34.91091,-5.542689,A
40.13496,-16.780529,D
-36.546112,-9.182915,D
-26.399773,-2.494549,A
43.876953,22.31448,B
52.90593,-4.465863,D
44.968376,-11.920214,D
36.359352,-8.537947,A
-5.508993,-41.61665,C
-37.220684,-10.335411,D
37.79708,-9.399533,C
-9.326906,-44.52624,D
65.91304,3.4686718,A
-26.423986,39.64493,D
35.04155,34.261982,D
43.538105,18.03162,D
21.520622,-9.749273,B
-53.58744,0.68853843,D
15.58071,-3.5027385,A
9.55806,-39.808434,A
21.484392,-19.015356,C
1.7947975,-2.492216,A
-23.711172,27.865139,C
6.9920764,29.587618,B
27.5875,6.328632,A
3.7212622,26.805405,A
6.151145,32.313957,B
-6.266031,-28.184624,B
-43.90169,-40.972786,B
18.150095,25.71649,D
-2.1770818,29.005339,A
-12.364232,29.662745,D
-16.758698,31.877644,A
-31.570704,-21.35993,B
24.322971,-7.737998,C
-48.424026,-5.6148677,D
-3.6274023,-27.472717,A
21.060778,22.680117,B
-48.024807,-21.897482,A
-18.95291,41.859207,A
-3.0246255,37.36985,D
-55.565136,-4.5384903,A
0.17500027,-31.90624,D
-21.79044,-25.958496,C
4.9688106,-44.600407,A
34.701202,12.118629,A
-21.32698,-29.032915,A
-51.851025,13.395356,D
-47.490173,2.6530566,D
2.4774873,13.336351,A
-29.480488,41.88494,C
-15.995807,2.5635118,C
6.43048,-0.42712504,A
-15.992882,22.75675,D
38.52724,-10.598148,B
-42.731743,23.687572,A
-29.293833,11.097643,D
0.9063094,38.437595,B
6.5275683,-10.539196,A
9.603407,-39.75264,A
48.314552,-14.742699,A
45.79805,-16.364927,A
38.59998,20.32509,A
5.6182666,-5.42844,C
-47.50154,-32.257782,C
-45.243156,-1.3982903,B
-43.17338,-33.869736,B
20.072107,-8.798317,B
19.36568,-30.198605,A
-18.128414,39.579147,B
7.063805,30.762848,D
-22.809244,-31.593513,B
-1.8720528,-30.512106,A
-0.28758502,35.16774,A
0.30351666,35.074997,C
6.4076157,-9.605553,B
-25.22458,34.46663,A
-24.741936,28.934929,A
0.34976977,-19.055403,A
-27.534626,33.61876,D
-21.366987,25.398592,A
-26.053377,32.17001,D
-30.457096,6.6202435,C
-46.25657,4.040854,D
-46.61387,2.5560327,D
22.409702,12.296417,C
0.4482465,-40.310684,A
-37.41581,3.26993,A
-47.408577,0.7555674,A
-44.004997,4.1459823,B
-46.709496,-3.8061452,A
9.388555,1.264698,A
1.9220841,-1.8798836,D
-32.967392,24.553637,C
11.434407,26.960964,A
1.1663034,11.923471,C
34.503162,27.175343,A
-39.842705,-40.522274,A
-19.681328,-12.907206,B
-31.37267,-23.549152,D
-26.638287,36.252594,D
15.180241,36.718716,A
38.29025,-19.352642,B
-20.729872,-17.267006,B
-5.3062325,-21.10493,A
-41.634502,25.510767,A
-25.143227,40.28547,D
-0.24288507,26.910902,A
18.700466,36.53764,A
-15.403164,26.544483,A
-20.052826,43.778996,B
30.612162,35.154285,A
37.755463,-22.636934,D
-25.475685,30.503437,D
-24.851662,42.550797,D
-16.709866,28.568827,D
-27.447021,32.68508,A
-49.723938,-27.712223,A
-32.237423,-21.380339,D
-18.908497,42.18171,D
2.6885226,27.393255,A
-15.199356,26.521132,A
-25.338589,37.97936,A
16.027246,-25.484472,D
43.05128,-21.216162,B
-20.966013,-26.37481,C
-27.715244,-24.273745,A
-24.540117,42.938583,B
-18.87247,-23.724731,A
20.228834,-35.23385,B
-1.7408835,38.198612,A
-23.957571,44.020412,D
32.902073,32.533447,A
-15.499856,31.026243,A
-40.81298,-35.787403,B
19.432026,-32.87513,B
23.811937,-5.9410768,C
0.7196143,-11.353453,A
-59.089794,4.180012,D
-25.353157,-2.3778036,C
-3.6562908,34.290653,B
10.660797,-37.921932,A
-4.817305,-25.966703,A
-4.87146,-28.750107,C
4.1238794,-45.60989,B
63.183907,0.9312605,C
43.06946,27.331144,A
-0.6820642,41.680355,A
7.4239807,-12.672177,A
8.409102,-13.916218,B
48.625725,-14.716712,B
0.29051715,4.3735,A
6.4455767,-10.213352,D
52.37134,-3.4410067,B
2.7603693,-25.143377,C
-9.8982,-6.212411,D
-9.532601,-3.2737668,A
-5.566247,-43.22566,A
-21.248085,8.686195,D
5.479333,31.941254,A
-41.654655,28.087528,D
-33.537876,1.6886,B
16.957851,-20.38984,B
34.718754,12.19735,C
-5.227938,-41.702694,A
-8.033131,1.0127968,A
24.634466,-5.573842,D
2.7065299,-50.265846,A
24.09982,-4.5457625,C
5.3398952,-13.679982,B
-6.994675,-2.6380093,D
-21.019323,-25.38296,C
-39.231087,-36.766167,B
-35.109337,0.9051403,D
-33.509655,13.069186,A
-23.182596,-21.048075,A
56.763714,15.304596,B
15.181344,-18.055801,D
5.5058813,-21.064203,C
37.792522,-19.063824,A
5.659836,8.485854,A
-3.567155,15.389762,B
14.617751,-1.5714757,B
-26.809198,-2.1678135,A
17.561674,-2.662377,A
40.582195,-8.814719,C
10.65499,28.280993,B
-0.014257227,30.830618,D
16.716114,6.4902334,D
-1.6295272,-24.194952,A
58.378174,25.556995,C
28.54289,10.051449,A
